TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,Mobility
1205,Well53,2412.5,1911.636162,85.68,41.2289,9.0757,14.4716,16.7257,2.2475,0.25196,O,N,1.921753,c1,17.16
1206,Well53,2423,1920.444809,87.79,50.8972,12.5499,13.8258,16.7986,2.2452,0.267,O,N,2.165405,c1,0.72
1207,Well53,2423.5,1920.861767,92.8,45.0162,11.008,13.4823,18.5791,2.2875,0.24275,O,N,2.165405,c1,183.55
1209,Well53,2482.5,1969.880473,91.96,45.2934,2.711,2.7837,3.0597,2.2226,0.26739,W,P,1.388428,c2,189.54
1211,Well53,2510.2,1992.793266,93.26,67.7394,4.9869,5.3113,5.7714,2.3856,0.25827,W,P,0.629883,c2,22.81
1224,Well54,2251.8,1885.672484,91.73,49.783,3.4777,3.3905,3.8668,2.1671,0.2988,W,O,0.777344,c2,166.37
1226,Well54,2261.6,1892.810517,91.9,62.1298,8.9254,8.6293,8.5381,2.2158,0.29564,O,O,0.665527,c2,558.18
1229,Well54,2305.1,1924.572904,93.01,59.4296,4.0807,4.0793,4.8274,2.3359,0.27421,W,O,1.005493,c2,1.01
1230,Well54,2309.8,1928.016244,93.06,58.1461,4.6534,5.0033,5.5261,2.2946,0.25918,W,O,0.670166,c2,69.52
1235,Well54,2530.2,2091.188129,96.7,43.0661,4.6218,4.341,4.9244,2.3171,0.20412,W,O,2.455078,c2,109.09
1236,Well54,2594.4,2138.87301,98.71,50.2767,4.6474,4.9663,5.3389,2.3159,0.22222,W,O,1.143311,c3,155.11
1237,Well54,2596.5,2140.454075,99.26,42.1111,4.8074,3.7901,4.232,2.28,0.19171,W,O,3.091309,c3,29.23
1238,Well54,2598.8,2142.185718,99.48,37.7979,4.2607,5.0123,5.5385,2.314,0.19884,W,O,3.091309,c3,237.72
1239,Well54,2626.7,2163.259198,99.64,50.441,5.2295,4.6723,5.3611,2.2858,0.19586,W,O,0.809814,c3,82.42
1240,Well54,2636.2,2170.480401,100.48,46.8194,9.193,13.8326,17.8335,2.4287,0.13422,W,O,0.695801,c3,4.43
1243,Well54,2704.5,2223.111989,102.75,45.3047,8.625,9.263,10.3732,2.3665,0.20666,O?,O,0.599365,c3,36.22
1245,Well54,2769.7,2275.637286,103.91,46.951,18.1094,19.9064,21.172,2.4372,0.17291,O,O,1.255371,c4,40.84
1249,Well55,1752.3,1550.229235,65.73,58.9632,3.435,3.4151,3.7476,2.335,0.31033,W,S,1.221558,b1,39.19
1250,Well55,1764.6,1558.451634,67.97,49.3616,3.9131,4.0964,4.7464,2.2818,0.23678,W,S,3.667725,b3,227.27
1251,Well55,1792.5,1577.117681,70.86,33.4207,2.33,2.3522,2.7403,2.2381,0.22298,W,S,2.04187,b3,85.87
1252,Well55,1819,1594.812008,73.26,48.8693,11.6306,13.5247,13.4568,2.3309,0.21762,O,S,2.133179,b3,36.29
1255,Well55,1835.5,1605.766807,77.27,36.1287,2.2595,2.3808,2.8295,2.2039,0.24811,W,S,2.211182,b3,892.19
1257,Well55,1899,1647.018816,79.37,67.1799,10.0385,11.3027,11.6874,2.3458,0.25193,O,S,1.27832,b4,30.97
1259,Well55,1985,1702.771208,80.98,50.9924,2.5069,2.6174,3.1934,2.2847,0.23513,W,S,3.469604,b4,122.14
1262,Well55,2028.4,1731.116444,82.65,54.8088,3.0654,2.765,2.9588,2.2573,0.27208,W,S,2.595703,b4,106.87
1264,Well56,2006.9,1834.903201,82.07,51.1767,18.6159,17.8852,18.0241,2.1983,0.30747,O,P,1.266846,c1,102.27
1265,Well56,2018.4,1844.504501,84.26,67.1238,10.0737,9.8782,9.8784,2.2954,0.27685,O,P,0.508911,c1,141.14
1267,Well56,2078,1894.93291,89.73,54.1505,3.6089,3.8722,4.3451,2.2153,0.28355,W,P,0.651367,c2,2171.4
1268,Well56,2082.2,1898.531653,90.49,57.8102,3.8869,4.021,5.5284,2.247,0.25219,W,P,1.435547,c2,32.77
1271,Well56,2122.8,1933.532292,91.93,57.6796,7.4889,7.8842,8.4521,2.3106,0.23424,O,P,0.661743,c2,115.06
1274,Well56,2171.5,1975.693012,93.99,48.8234,10.0028,10.6641,13.6904,2.2998,0.22051,O,P,5.266357,c2,221.93
1275,Well56,2180,1983.036397,94.15,50.3922,13.2924,14.9433,18.843,2.2573,0.25955,O,P,1.053589,c2,325.45
1276,Well56,2263.2,2055.344113,95.68,52.7778,12.9155,14.3793,12.5558,2.3037,0.21045,O,P,1.064209,c2,69.97
1282,Well56,2359.2,2139.937329,99.47,60.7188,8.136,8.8765,9.7539,2.3835,0.19887,O?,P,0.94043,c3,14.72
1283,Well56,2366.9,2146.726103,99.82,42.7775,6.8615,7.379,7.881,2.3085,0.21288,O?,P,1.478027,c3,140.25
1285,Well56,2419.4,2193.140202,101.08,47.3855,7.9879,8.8785,10.7412,2.3128,0.2409,O?,P,1.625732,c3,10.88
1287,Well56,2476.1,2244.094934,102.87,69.3456,11.3495,11.7246,12.4107,2.3432,0.22842,O?,P,1.110107,c3,20.94
1288,Well56,2523,2287.389398,105.13,52.2871,18.751,18.1421,17.9138,2.4135,0.18469,O,Q,0.568359,c4,7.83
1293,Well56,2572.9,2334.190284,108.44,43.6596,8.5149,9.3475,10.2911,2.3668,0.22688,O,Q,1.293213,c4,0.39
1306,Well57,1901.2,1701.641857,87.5,38.092,2.4938,3.0681,4.6915,2.2502,0.22748,W,C,4.784912,b2,375.25
1307,Well57,1967.1,1762.546596,88.64,52.8798,2.9005,3.2278,4.363,2.3029,0.24464,W,C,3.937988,b2,17.87
1309,Well57,2216.2,1993.667498,95.79,54.8937,15.0674,19.4937,19.6767,2.1925,0.16516,G,S,1.53833,c1,114.9
1310,Well57,2220,1997.142194,96.45,49.3484,41.231,49.2099,52.1007,2.2523,0.17239,G,S,2.794556,c1,920.77
1311,Well57,2226,2002.628556,97.4,74.6,13.802,13.9305,13.5453,2.4044,0.23335,O,S,1.115234,c1,45.66
1319,Well57,2356,2116.471876,102.19,45.2885,5.8598,6.7053,8.2731,2.2886,0.21771,W,S,2.224365,c2,88.28
1324,Well57,2424.6,2170.054453,103.42,40.3042,7.4455,6.9588,7.9168,2.3049,0.22543,W,S,1.139648,c2,828.59
1325,Well57,2657.7,2338.09273,110.43,94.7365,21.4741,23.365,24.8986,2.3984,0.22114,O,B,0.785889,d,1.88
1326,Well57,2685.1,2358.287635,111.13,78.5621,20.8025,18.1072,19.5505,2.4577,0.1457,O,B,1.010742,d,128.25
1327,Well57,2702.1,2370.855326,113.85,84.3386,35.8252,38.4366,29.7191,2.4927,0.14674,O,B,0.456299,d,0.9
1334,Well58,2238.8,1891.760111,80.48,43.7006,14.7438,16.9054,15.5497,2.1853,0.27583,O,N,0.656372,c1,34.03
1336,Well58,2301.2,1944.725518,89.96,58.7964,3.0257,3.1163,3.6876,2.2714,0.27858,W,P,1.905518,c2,19.15
1337,Well58,2331.5,1969.831634,90.61,44.9932,1.9609,2.1992,2.6284,2.1557,0.30386,W,P,1.631836,c2,363.55
1338,Well58,2376.5,2006.459876,92.79,35.595,2.7964,2.8517,3.4677,2.2144,0.24983,W,P,4.536743,c2,146.19
1339,Well58,2508.8,2110.516884,94.99,45.1695,7.3291,7.5701,7.9666,2.4297,0.1918,W,P,1.434082,c2,19.14
1340,Well58,2571,2158.982637,96.63,41.3513,6.1324,6.5199,7.6511,2.3351,0.18163,W,O,2.582275,c3,77.51
1343,Well58,2610.4,2188.889915,101.33,36.946,9.6198,11.3189,13.7022,2.3992,0.15313,O,O,1.246338,c3,1.02
1345,Well58,2649.9,2218.206686,98.43,48.8106,5.6521,5.8762,6.1835,2.3117,0.2163,W,O,0.792236,c3,80.56
1346,Well58,2660.5,2226.058534,99.42,44.758,19.2871,26.4965,22.5253,2.3092,0.23223,O,O,2.370361,c3,51.42
1350,Well58,2808.4,2336.979066,104.73,36.9165,8.9606,9.3985,10.4772,2.3477,0.20643,O,O,1.810547,c4,36.39
1353,Well58,2830,2354.206538,107.18,36.4466,38.0811,63.136,41.8815,2.4892,0.11442,O,O,4.398438,c4,39.73
1358,Well59,1643,1345.08909,87.97,47.6066,2.7484,2.8381,3.4783,2.1697,0.31405,W,C,4.880859,b1,537.62
1360,Well59,1766.2,1443.945992,76.55,40.1037,1.4631,1.5619,1.9561,2.2411,0.27478,W,C,5.542603,b1,948.66
1362,Well59,1998,1629.90068,81.79,38.3089,3.4166,3.721,4.6201,2.3523,0.26331,W,C,5.438721,b2,2.14
1363,Well59,2018,1645.705549,82.59,29.629,2.5939,2.806,3.2389,2.2585,0.21465,W,C,2.285278,b2,200.63
1369,Well59,2168,1763.784554,88.9,48.4009,20.5794,29.4812,23.8296,2.3849,0.1622,O,B,0.480713,c2,14.49
1375,Well59,2346.4,1904.238927,93.03,50.8431,7.7958,8.2565,8.9504,2.3568,0.25499,W,B,0.84082,c2,4.73
1376,Well59,2361.6,1916.268015,94,42.7224,9.8127,10.7436,11.6869,2.3116,0.21041,W,B,0.843262,c2,16.8
1379,Well59,2420.2,1962.718095,95.14,42.0748,6.6356,6.8583,7.7915,2.3466,0.23301,W,B,1.813232,c3,16.34
1380,Well59,2447.5,1984.541789,95.26,34.7486,5.1638,5.2124,5.725,2.301,0.20513,W,B,2.944214,c3,91
1381,Well59,2483.9,2014.194796,96.25,41.0748,32.9045,37.4009,40.1033,2.2344,0.22804,O,B,0.752686,c3,73.15
1382,Well59,2497,2024.979461,97.04,47.1064,16.8718,20.4582,20.7859,2.4519,0.19306,O,B,1.515137,c3,0.48
1383,Well59,2534.4,2056.286666,99.44,41.8103,26.2336,31.2165,29.9169,2.4414,0.19479,O,B,1.413818,c4,1.05
1384,Well59,2540,2061.017064,100.06,50.4606,21.4523,25.227,24.3612,2.357,0.2375,O,B,0.772461,c4,1.11
1385,Well59,2557.8,2076.09119,100.32,48.2243,8.7206,9.0743,9.7247,2.3349,0.23515,O?,B,1.683594,c4,9.66
1388,Well60,1962.2,1794.711838,81.22,52.5799,8.1796,9.1639,9.857,2.3039,0.27929,O,P,0.9198,c1,85.41
1392,Well60,2038.8,1852.180249,90.4,58.9204,17.6811,18.6668,19.2439,2.112,0.1923,O,P,1.133423,c2,41.46
1398,Well60,2316.6,2051.395251,96.98,44.7657,7.6114,7.8786,8.3939,2.3075,0.22529,W,P,1.060059,c3,69.07
1399,Well60,2334.9,2064.126549,97.59,44.7656,21.1628,23.7264,23.5869,2.3424,0.20155,O,P,1.273193,c3,222.2
1400,Well60,2356.2,2078.887992,98.13,47.0954,14.4744,17.3781,15.238,2.3994,0.23788,O,P,0.632324,c3,93.51
1401,Well60,2407,2113.933916,99.14,51.9021,14.0087,19.1675,17.7378,2.3107,0.24398,O,P,0.524658,c3,5.6
1402,Well60,2489.9,2170.974083,101.22,50.1034,9.7099,10.8997,12.9008,2.4398,0.1578,W,P,0.944336,c3,3.52
1404,Well60,2494.4,2174.071701,102.58,45.9449,7.0043,7.0005,7.8097,2.325,0.21133,W,P,2.307861,c3,39.79
1406,Well60,2609.6,2253.461018,105.4,47.9796,9.3029,9.7674,10.5666,2.3609,0.21858,W,P,1.578369,c4,0.52
1420,Well61,2437.7,2088.773077,101.5,47.6331,13.5014,17.6078,19.8752,2.2555,0.15188,O,S,1.154541,c2,74.98
1436,Well61,2766.5,2317.988446,111.64,90.7077,33.0376,37.614,36.8778,2.5889,0.13712,O,B,0.320068,d,0.46
1438,Well61,2791,2335.047264,112.22,67.0891,21.0056,22.649,22.4763,2.498,0.10599,O,B,0.422852,d,15.01
1440,Well61,2824.7,2358.414211,113.37,87.8338,13.6412,15.9096,16.997,2.4656,0.17845,O,B,0.73999,d,6.01
1441,Well61,2832.2,2363.608906,113.74,93.152,14.4168,15.4146,16.0982,2.4338,0.17553,O,B,0.844971,d,8.97
1449,Well61,2936.7,2436.018797,116.31,87.5689,24.2801,24.4184,22.2829,2.4597,0.17802,O,B,0.21167,d,6.72
1450,Well61,2970.1,2459.201694,117.31,98.371,18.2143,26.4712,30.1003,2.4896,0.14201,O,B,1.164062,d,0.15
1452,Well62,2006.2,1600.999363,73.68,,,,,,,W,N,2.184082,b3,58.71
1453,Well62,2047.8,1635.396145,75.46,,,,,,,W,N,4.705811,b3,556.26
1454,Well62,2089.5,1669.516056,77.81,,,,,,,W,N,2.444214,b4,2.9
1455,Well62,2096.8,1675.446941,78.3,,,,,,,W,N,1.681519,b4,18.71
1456,Well62,2111.5,1687.389956,78.63,,,,,,,W,N,2.381348,b4,124.22
1457,Well62,2116.6,1691.533548,79.01,,,,,,,W,N,1.885864,b4,48.62
1458,Well62,2123.2,1696.897348,79.15,,,,,,,W,N,2.064575,b4,624.72
1459,Well62,2147.2,1716.400558,79.81,,,,,,,W,N,14.923584,b4,720.01
1460,Well62,2163,1729.226726,80.21,,,,,,,W,N,4.293945,b4,1.92
1461,Well62,2176.7,1740.340119,81.04,,,,,,,W,N,5.865845,b4,150.55
1462,Well62,2179.6,1742.684337,81.14,,,,,,,W,N,5.865845,b4,48.59
1463,Well62,2181.7,1744.381873,81.24,,,,,,,W,N,5.865845,b4,302.63
1464,Well63,2106.5,1920.798821,93.89,52.0045,26.9983,24.5371,24.349,2.2991,0.155918,G,H,5.369995,c1,279.79
1466,Well63,2112.2,1925.293582,93.69,59.923,41.4565,40.7959,42.4713,2.3085,0.200399,G,H,5.369995,c1,46.72
1468,Well63,2178.5,1977.418461,96.81,52.0856,30.137,29.0484,29.2009,2.2535,0.2077,O,H,1.094727,c2,64.89
1469,Well63,2201.7,1995.486905,97.02,49.3753,17.1089,15.9516,14.6186,2.3059,0.162046,O,H,1.784302,c2,13.82
1470,Well63,2207.5,1999.979348,97.23,68.6523,34.802,34.6279,37.9632,2.2868,0.165434,O,H,1.083618,c2,2.26
1473,Well63,2253.7,2035.3982,98.83,47.1607,44.0526,41.0914,40.3386,2.2946,0.215201,O,H,3.716187,c2,4.75
1474,Well63,2255.1,2036.455348,99.19,45.8655,14.3191,12.494,11.5641,2.2661,0.217495,O,H,3.716187,c2,50.4
1475,Well63,2271.9,2049.141125,99.47,45.1385,21.2783,20.3657,21.0402,2.2936,0.201943,O,H,1.127686,c2,3.3
1476,Well63,2317.9,2083.825238,100.78,48.8923,33.1404,31.6723,33.2025,2.3436,0.189138,O,H,0.832275,c2,0.52
1480,Well63,2385.8,2135.427819,102.35,33.1709,7.9047,7.8305,8.6683,2.2904,0.209554,O,H,0.98877,c2,0.69
1482,Well63,2395.8,2143.023579,102.46,43.3462,6.5885,6.5534,7.3384,2.3222,0.187674,W,H,3.188232,c2,29.29
1483,Well63,2407.8,2152.095266,103.73,53.1595,24.9936,24.9897,27.4593,2.3329,0.178227,O,H,1.360352,c2,4.54
1485,Well63,2456.6,2189.095256,103.95,56.5445,11.4122,11.2417,12.2135,2.3613,0.209896,O,H,0.840576,c2,0.41
1491,Well64,2199.6,1913.75392,90.94,60.4109,13.3648,12.7284,12.89,2.388,0.1982,O,N,1.072998,c1,22.38
1493,Well65,1876.4,1794.086464,90.61,45.3156,2.8774,4.2452,4.5936,2.2279,0.259837,W,B,0.946899,c2,158.03
1494,Well65,2047.9,1946.056749,96.18,49.4217,7.39,5.0538,5.4203,2.2924,0.222731,O?,B,1.460327,c2,4.5
1496,Well65,2130.7,2009.750984,97.8,51.4292,7.249,7.5141,8.1516,2.3079,0.236602,W,B,2.023682,c2,3.51
1501,Well65,2209.1,2066.457657,100.58,53.648,19.8991,16.2209,16.789,2.2648,0.200987,O,Q,1.000244,c3,0.32
1502,Well65,2219,2073.533989,101.01,40.3241,6.8733,7.4259,7.849,2.3019,0.223226,O,Q,0.855225,c3,30.84
1503,Well65,2240.9,2089.184035,101.14,46.7122,7.2355,7.0166,7.4486,2.2946,0.246946,O,Q,0.644043,c3,21.07
1508,Well65,2303.9,2134.216265,103.17,39.885,5.8846,6.1222,6.6299,2.2903,0.213619,O,Q,3.625977,c3,23.57
1513,Well65,2481.7,2260.914497,108.42,46.5966,7.6869,7.9535,8.2936,2.354,0.227556,O,Q,1.855957,c4,0.7
1514,Well66,1863.2,1715.872191,87.58,,,,,,,O?,B,1.15,c1,395.94
1515,Well66,1863.4,1716.007809,88.2,,,,,,,O?,B,1.15,c1,65.54
1516,Well66,1881.6,1728.201632,88.02,,,,,,,O,B,1.92,c1,26.97
1518,Well66,1978.2,1791.504239,90.19,,,,,,,W,B,2.69,c2,39.72
1521,Well66,2046,1836.518532,92.72,,,,,,,O,B,,c2,11.51
1522,Well66,2046.2,1836.655025,96.06,,,,,,,O,B,,c2,13.18
1524,Well66,2092.8,1868.641519,94.2,,,,,,,W,B,3.6,c2,192.19
1527,Well66,2171,1923.624446,96.03,,,,,,,W,B,0.99,c2,50.05
1529,Well66,2210.3,1951.280303,96.41,,,,,,,W,B,0.84,c2,95.11
1530,Well66,2266.7,1990.914905,99.02,,,,,,,O,B,0.56,c3,1.8
1532,Well66,2312.8,2022.932049,99.46,,,,,,,W,B,1.03,c3,2.14
1533,Well66,2329.1,2034.122242,100.7,,,,,,,W,B,1.16,c3,83.77
1535,Well66,2363.3,2057.31837,100.97,,,,,,,W,B,2.29,c3,9.7
1536,Well66,2664.1,2257.648074,112.13,,,,,,,W,A,,d,1.51
1540,Well66,2717.3,2292.939962,114.33,,,,,,,W,A,0.87,d,0.51
1542,Well66,2760,2321.555024,116.1,,,,,,,W,A,0.74,d,0.08
1544,Well66,2834.1,2371.178136,118.12,,,,,,,W,A,0.47,d,0.73
1546,Well67,1919,1594.375752,82.6,37.5877,2.8305,2.9861,3.402,2.1861,0.28286,W,N,,b1,88.85
1548,Well67,2216,1857.886107,89.73,32.1309,2.0345,2.1106,2.3234,2.244,0.212395,W,N,,b3,133.14
1549,Well67,2350,1972.299243,91.77,55.9102,13.3148,13.5212,14.0984,2.3022,0.218541,O,N,,c1,41.64
1550,Well67,2363,1983.259233,92.63,62.2289,13.225,13.3098,13.6397,2.3454,0.199821,O,N,,c1,47.22
1554,Well67,2424.5,2035.129403,92.7,41.739,4.7827,4.9338,5.2882,2.2362,0.231708,W,N,,c2,170.47
1556,Well68,1980.5,1702.907301,82.41,,,,,,,O?,B,0.3,c1,4.2
1557,Well68,1982.5,1664.051361,84.87,,,,,,,W,B,0.52,c1,6.74
1559,Well68,1993,1671.902517,85.21,,,,,,,O,B,0.82,c1,1.5
1565,Well68,2068,1728.078316,87.83,,,,,,,O?,B,0.6,c2,3.78
1569,Well68,2187.5,1818.17254,90.31,,,,,,,O?,B,,c2,1.07
1573,Well68,2225,1879.259873,94.37,,,,,,,O,B,0.93,c2,71.79
1574,Well68,2227.5,1881.043453,91.22,,,,,,,O,B,1.5,c2,1.75
1575,Well68,2229.5,1850.454056,91.37,,,,,,,O?,B,0.85,c2,127.05
1576,Well68,2231.9,1852.298478,91.61,,,,,,,O?,B,0.85,c2,180.89
1580,Well68,2252.5,1898.875579,92.93,,,,,,,,B,0.78,c2,13.9
1582,Well68,2262.5,1906.003678,93.41,,,,,,,O,B,1.93,c2,2.04
1583,Well68,2264.5,1907.429298,93.66,,,,,,,,B,1.93,c2,1.61
1585,Well68,2270.5,1911.706157,93.95,,,,,,,O,B,0.71,c2,72.71
1586,Well68,2278.3,1917.275729,94.71,,,,,,,,B,1.785,c2,136.37
1587,Well68,2280.5,1918.851895,94.82,,,,,,,,B,0.86,c2,7.36
1589,Well68,2313.2,1915.016984,93.18,,,,,,,,B,0.78,c2,13.6
1590,Well68,2325.5,1951.112609,96.85,,,,,,,O,B,3.08,c3,9.36
1591,Well68,2357.5,1973.982625,96.95,,,,,,,,B,0.78,c3,19.5
1598,Well68,2423.3,2000.703001,96.26,,,,,,,O?,B,0.46,c3,6
1600,Well68,2436.3,2030.457504,99.96,,,,,,,,B,,c3,3.28
1605,Well68,2487,2066.56877,102.91,,,,,,,,B,1.28,c3,8.17
1606,Well68,2489.5,2051.184349,98.18,,,,,,,,B,0.53,c3,6.28
1608,Well68,2501.5,2060.293344,98.49,,,,,,,,B,2.2,c3,32.91
1611,Well68,2541,2090.355748,98.27,,,,,,,O,B,0.92,c4,11.65
1612,Well68,2551,2112.835664,104.53,,,,,,,O?,B,0.44,c4,6.17
1618,Well68,2603.5,2137.981592,98.92,,,,,,,O?,B,0.84,c4,15.5
1623,Well69,2042.7,1932.298193,84.48,45.5975,1.8865,2.0122,2.395,2.212,0.247662,W,K,10.222778,b4,11.24
1624,Well69,2123.8,1999.414041,87,39.3619,2.0305,2.1315,2.4302,2.235,0.240786,W,K,17.805176,b4,205.43
1626,Well69,2171.6,2036.587263,88.88,60.1077,9.1763,9.4847,10.7179,2.198,0.298414,O,K,1.311401,b4,51.58
1630,Well69,2176.2,2040.096281,89.69,82.4545,5.8311,5.9796,6.4459,2.3289,0.270889,W,K,2.925049,b4,9.29
1631,Well69,2196.7,2055.721314,90.79,83.7908,6.6625,6.9464,7.8109,2.3701,0.233626,O,K,1.208008,b4,0.35
1633,Well69,2428.6,2217.866215,95.53,54.3405,148.4466,145.317,140.8587,2.2214,0.260521,O,K,6.747559,c1,22.22
1636,Well69,2689.8,2398.399329,110.7,54.0855,9.2327,9.7042,11.4464,2.2746,0.16149,O,K,2.082031,c2,34.65
1642,Well69,2881.4,2530.782083,114.8,35.7022,27.1046,33.9567,21.5234,2.3277,0.174931,O,K,0.894043,c2,24.66
1644,Well69,2940,2571.152077,115.1,51.0146,32.6968,40.1991,,2.4566,,O,K,1.522461,c2,1.86
1645,Well69,2987.4,2603.922054,117.7,41.2428,42.8042,58.7946,,2.4077,,O,K,1.177734,c2,11.36
1646,Well69,3021,2627.342101,118.1,33.5578,51.2196,65.6083,,2.4111,,O,K,2.102539,c2,14.94
1648,Well69,3231.1,2772.149789,124.9,40.6573,9.2777,9.3369,,2.4428,,O,K,1.244873,c2,4.18
1661,Well70,2426.9,2177.997198,102.57,65.6357,22.6424,22.0287,23.0729,2.2931,0.246783,O,K,2.251953,c1,0.81
1664,Well70,2565,2269.433209,104.82,38.2522,41.2865,42.1353,45.6705,2.2989,0.198527,O,K,4.042725,c1,7.38
1666,Well70,2670.2,2339.241178,107.54,36.4364,35.8259,35.5516,36.9355,2.2607,0.203457,O,K,1.523438,c2,8.64
1667,Well70,2674.7,2342.221203,107.6,34.2896,38.1987,37.9493,40.1138,2.2621,0.194044,O,K,1.390869,c2,8.55
1668,Well70,2686.8,2350.234159,107.78,55.3584,33.2215,33.5126,36.3345,2.3188,0.207246,O,K,1.390625,c2,9.8
1670,Well70,2712.9,2367.519294,107.88,47.5558,57.3532,56.6687,59.1206,2.2244,0.132737,G,K,1.390869,c2,3.31
1673,Well70,2759.9,2398.673934,109.18,44.127,5.8355,6.1992,7.3998,2.3097,0.183469,W,K,5.307129,c2,20.04
1675,Well70,2779.9,2411.930253,109.83,53.0844,25.1225,25.244,26.5133,2.4215,0.157039,O,K,0.463379,c2,5.43
1676,Well70,2799.8,2425.12648,110.31,50.8993,21.1203,21.1062,21.8564,2.4088,0.159774,O,K,0.862305,c2,0.4
1677,Well70,2811.8,2433.084973,110.13,70.3154,20.7963,20.9783,22.3508,2.5173,0.152268,O,K,0.664307,c2,0.4
1681,Well70,2908.3,2497.267345,113.35,49.8606,56.4608,55.8127,58.3885,2.4155,0.152294,O,K,0.665771,c2,4.47
1682,Well70,2920.8,2505.58845,113.54,45.4028,117.5495,116.7548,120.3193,2.3593,0.171554,O,K,2.462402,c2,1.85
1685,Well70,3042.2,2586.324582,117.09,49.4338,29.0629,29.1405,30.6716,2.4274,0.147893,O,K,0.534424,c2,0.8
1686,Well70,3053.7,2593.975906,117.95,35.0241,94.1463,91.9129,93.8004,2.3147,0.135358,O,K,4.12915,c2,7.21
1687,Well70,3208.1,2696.11332,120.67,37.2257,17.8017,18.753,21.6271,2.3242,0.167646,O,K,0.790527,c2,4.96
1688,Well70,3214.1,2700.079776,120.74,44.2047,20.702,20.6955,21.7173,2.41,0.164321,O,K,0.459961,c2,2.68
1690,Well70,3292.8,2752.246619,122.73,38.2089,10.9732,11.4014,12.925,2.3604,0.144063,O,K,1.526611,c2,6.77
1691,Well70,3370.1,2803.747368,124.37,46.0859,8.096,8.3656,9.4469,2.3781,0.157297,O?,K,1.203857,c2,3.07
1692,Well70,3373.9,2806.289078,124.4,48.9522,11.4015,11.702,13.0497,2.406,0.144002,O?,K,3.815918,c2,1.82
1693,Well70,3375.7,2807.493046,124.43,43.524,12.2829,12.4453,13.6081,2.4205,0.136226,O?,K,3.815918,c2,0.57
1697,Well71,2512.5,2212.535239,96.94,,,,,,,O?,K,0.917969,b4,1.7
1700,Well71,2826.3,2435.913475,105.1,,,,,,,O?,K,6.168457,c2,2.96
1701,Well71,2831.5,2439.606747,105.02,,,,,,,O?,K,6.168457,c2,9.12
1702,Well71,2848.1,2451.396807,104.75,,,,,,,W,K,2.709717,c2,53.97
1703,Well71,2986.5,2551.211481,107.87,,,,,,,O,K,0.85791,c2,7.88
1704,Well71,2989,2552.99995,107.64,,,,,,,W,K,1.929932,c2,27.47
1705,Well72,2676.9,2316.196291,105.51,45.3437,32.5485,32.1144,32.7539,2.3763,0.099501,O,K,0.574951,c1,0.61
1713,Well72,2821.1,2420.485375,108.78,48.7088,7.8105,8.1244,8.9587,2.3837,0.177592,W,K,1.008545,c1,14.65
1720,Well72,2906.8,2482.181596,111.5,79.9203,6.5444,6.8726,7.6015,2.38,0.172804,W,K,0.503662,c2,1.11
1721,Well72,2909.3,2483.983278,111.52,41.6247,7.6238,8.01,8.8497,2.3706,0.171879,W,K,0.863525,c2,2.3
1724,Well72,2998,2548.372118,113.84,65.7784,15.134,15.6214,16.1642,2.3761,0.197294,O,K,2.39917,c2,76.96
1725,Well72,3018.9,2563.546357,113.89,43.2434,9.243,9.5436,10.06,2.3111,0.17126,O?,K,1.88501,c2,3.71
1727,Well72,3059.6,2593.030935,115.14,50.1804,8.758,9.0925,10.1023,2.3232,0.127977,O?,K,1.520752,c2,0.56
1731,Well72,3085.1,2611.482739,116.14,50.7944,7.9003,8.401,9.609,2.3771,0.178714,W,K,3.758301,c2,1.12
1733,Well72,3088.8,2614.151467,115.93,40.0314,8.8727,9.2968,10.0882,2.4067,0.149203,W,K,3.758301,c2,3.58
1734,Well72,3095.5,2618.984028,116.1,59.0605,36.9282,37.7007,39.2762,2.3204,0.167594,O,K,1.44165,c2,4.59
1740,Well72,3158.1,2663.818436,117.41,44.0321,15.4093,14.5501,13.1455,2.3827,0.171815,O,K,1.428467,c2,0.51
1752,Well72,3317.2,,120.51,57.2345,31.9418,32.4075,32.1414,2.3899,0.147808,O,K,0.647461,c2,22.71
1754,Well73,2781.4,2370.726875,104.39,54.3182,50.5252,50.8036,53.5233,2.2795,0.218718,O,K,2.0354,c1,6.56
1755,Well73,2793.7,2380.745884,103.56,59.5544,40.0566,40.0051,41.2683,2.2963,0.200332,O,K,3.403564,c1,2.3
1759,Well73,2930.8,2488.144306,110.86,40.9085,18.4108,19.1903,21.007,2.435,0.12954,O?,K,0.445801,c1,0.64
1760,Well73,3017.7,2550.650526,112.18,34.9888,10.2366,10.6194,11.4864,2.4715,0.115151,O?,K,0.42334,c2,2.2
1763,Well73,3152.8,2646.065022,116.17,46.177,5.4216,5.5718,5.9535,2.3133,0.2078,W,K,1.131104,c2,0.66
1766,Well73,3237,2705.881663,119.17,54.6001,23.1168,23.6292,24.9815,2.4868,0.12716,O,K,0.569824,c2,4.4
1771,Well73,3366.3,2797.992389,119.32,46.8991,55.0848,54.5801,52.9239,2.319,0.128215,O,K,1.850098,c2,374.32
1779,Well74,3016,2540.811254,111.98,53.227,7.3593,7.7852,8.7682,2.3648,0.180429,W,K,1.219482,c1,8.41
