TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,RFT
911,Well43,1943.98,1668.631934,82.8,36.8714,19.5561,27.3758,50.85,2.1322,0.292268,O,D,3.474487,b3,NORMAL
912,Well43,1968.98,1686.771667,83.2,46.8537,8.3351,9.1393,11.0673,2.2261,0.245746,O,D,2.35144,b3,NORMAL
916,Well43,2119.98,1783.240173,86.1,41.8996,1.6474,1.6422,1.8296,2.1744,0.268123,W,D,7.122681,b4,NORMAL
917,Well43,2131.98,1790.745648,86.2,41.7972,2.1736,2.1835,2.4386,2.2119,0.253825,W,D,2.200806,b4,NORMAL
918,Well43,2145.98,1799.573209,86.4,43.0909,13.4181,18.7909,34.6891,2.1595,0.242435,O,D,2.841797,b4,NORMAL
920,Well43,2169.18,1814.293748,86.8,43.939,12.3817,14.1545,17.2775,2.2673,0.201127,O,D,4.201904,b4,NORMAL
921,Well43,2178.98,1820.535227,86.9,50.1282,10.7935,12.6193,15.3132,2.2088,0.259663,O,D,0.31958,b4,NORMAL
923,Well43,2350.78,1934.172248,90.8,44.1344,25.632,33.8976,50.3457,2.2049,0.123342,O,H,1.282715,c1,NORMAL
924,Well44,1651,1481.060671,79.7,63.5935,3.5125,4.2202,,2.4436,,W,S,1.549316,b1,NORMAL
925,Well44,1688,1514.754729,80.9,47.448,5.1361,5.9559,,2.3528,,O,S,1.729126,b1,NORMAL
926,Well44,1692,1518.395443,81.9,78.0043,6.6393,7.1856,,2.5018,,O,S,,b1,NORMAL
927,Well44,1711.4,1535.96414,82.3,72.1514,4.6963,4.0609,,2.4808,,O,S,,b1,OTHER
928,Well44,1730,1552.707723,82.6,57.8116,3.2026,3.1103,,2.4142,,W,S,2.508301,b1,NORMAL
929,Well44,1740,1561.618915,82.7,107.889,6.67,7.2262,,2.5537,,W,S,,b1,NORMAL
930,Well44,1850,1656.384766,84.7,57.8529,2.8195,3.0895,,2.4144,,W,S,1.738892,b1,NORMAL
931,Well44,2349.5,2027.620482,93.7,53.954,37.4429,43.503,,2.3215,,G,S,2.110107,c1,NORMAL
932,Well44,2353,2030.067751,95.2,42.999,47.9102,62.0496,,2.233,,G,S,1.409058,c1,NORMAL
933,Well44,2377.2,2046.998979,96.8,43.7949,32.7052,46.2092,,2.2399,,O,S,1.671143,c1,OTHER
934,Well44,2378,2047.558724,100.3,50.992,29.8551,38.266,,2.299,,O,S,1.671143,c1,NORMAL
935,Well44,2457.5,2104.052716,101.7,59.7702,19.4436,27.0163,,2.3627,,O,S,1.647217,c1,OTHER
936,Well44,2458,2104.410007,99.1,59.1466,22.4074,28.2162,,2.3585,,O,S,1.647217,c1,OTHER
937,Well44,2483.5,2122.602414,99,43.7971,9.1444,10.0508,,2.2399,,W,S,1.283691,c1,OTHER
938,Well44,2498,2132.93262,103.2,56.63,24.971,37.1037,,2.341,,O,S,1.122314,c1,NORMAL
939,Well44,2627,2223.779298,102.4,52.0704,8.9881,10.3025,,2.3073,,W,S,1.7771,c2,NORMAL
940,Well44,2661.2,2248.233173,105.5,52.5588,31.2959,36.7266,,2.311,,O,S,0.506348,c2,OTHER
941,Well44,2691.7,2270.303941,109.2,35.4907,32.5201,37.513,,2.2242,,O,S,0.939697,c2,OTHER
942,Well44,2746.5,2309.585273,109.6,50.0535,23.2243,36.3475,,2.2916,,O,S,0.792236,c2,NORMAL
943,Well44,2778.3,2332.647539,107.8,41.783,49.3265,68.2743,,2.2242,,O,S,1.605469,c2,OTHER
944,Well44,2874.7,2404.997818,110.6,66.0813,30.1067,43.8546,,2.3784,,O,S,1.234863,c2,OTHER
945,Well44,2891.5,2417.992889,111.5,68.6035,35.209,40.4676,,2.2242,,O,S,2.09082,c2,OTHER
946,Well44,2892,2418.379647,114,84.121,27.6374,34.9022,,2.325,,O,S,2.09082,c2,NORMAL
947,Well44,2918.5,2439.028323,113.5,55.7542,26.7487,30.4534,,2.2242,,O,S,1.332031,c3,OTHER
948,Well44,2990.5,2496.306829,114.4,83.2697,31.0951,33.9783,,2.3179,,O,S,2.021973,c3,OTHER
949,Well44,3022.7,2522.440888,116,91.1872,46.1368,47.8122,,2.3556,,O,S,2.035156,c3,NORMAL
950,Well45,2436.9,1932.480155,89.34,48.8558,26.5047,27.4153,26.0636,2.1702,0.12109,G,H,0.662842,c1,NORMAL
953,Well45,2455.6,1946.121814,91.39,65.5984,25.5472,26.4237,22.0188,2.38,0.19627,O,H,1.003296,c1,NORMAL
954,Well45,2495.1,1975.469135,93.64,57.4249,34.9101,42.0223,41.4227,2.384,0.19675,O,H,0.692871,c2,OTHER
955,Well45,2505.9,1983.623188,94.16,57.9742,21.8141,28.4954,29.5755,2.3004,0.16596,O,H,0.805908,c2,NORMAL
959,Well45,2536.5,2006.557151,95.31,50.9601,36.3514,43.5249,41.8688,2.3379,0.21015,O,H,0.792969,c2,NORMAL
960,Well45,2542.6,2011.090257,95.58,61.2073,33.0312,36.0996,28.861,2.3307,0.18693,O,H,0.676147,c2,NORMAL
962,Well45,2559.5,2023.534111,95.78,60.231,34.966,47.3369,49.3413,2.3498,0.2128,O,H,0.780396,c2,NORMAL
963,Well45,2561,2024.628185,95.96,71.1491,25.2916,24.2919,25.2844,2.397,0.18339,O,H,0.668457,c2,NORMAL
964,Well45,2579.9,2038.413526,96.3,61.1458,20.4799,24.9946,26.4166,2.3506,0.19995,O,H,0.7645265,c2,NORMAL
965,Well45,2588.5,2044.607138,96.54,53.6436,24.2118,25.9776,25.5573,2.4012,0.2198,O,H,0.4169925,c2,NORMAL
966,Well45,2652.6,2089.914018,97.59,48.4287,27.7776,32.2479,35.0845,2.2789,0.22274,O,H,1.361572,c2,NORMAL
967,Well45,2656.2,2092.389258,98.2,53.1558,21.1632,23.7745,23.4369,2.3564,0.2209,O,H,0.625732,c2,NORMAL
968,Well45,2684,2111.363165,98.45,50.9599,31.7247,37.9744,36.3126,2.3874,0.16368,O,H,1.036621,c2,NORMAL
969,Well45,2767.2,2167.981774,99.9,61.8168,22.2987,20.6232,22.8439,2.4041,0.17204,O,H,0.726318,c2,OTHER
971,Well45,2784.9,2180.054991,100.7,59.7429,33.2993,51.9039,44.6097,2.2668,0.14614,O,H,0.668335,c2,NORMAL
972,Well45,2788,2182.189472,101.2,74.8386,17.503,19.1521,18.6453,2.3816,0.18465,O,H,0.83667,c2,NORMAL
973,Well45,2892.8,2254.977373,106.49,50.4413,15.4099,20.1303,22.5372,2.458,0.16433,O?,H,0.638916,c3,OTHER
975,Well45,2923.2,2276.260931,105.98,37.8768,17.806,23.1789,24.4689,2.447,0.13985,O?,H,1.282959,c3,OTHER
977,Well46,2312.5,1851.291786,100.97,62.8758,4.9912,5.2793,5.7177,2.3387,0.22282,W,P,3.676758,c1,OTHER
978,Well46,2431.2,1938.994645,89.97,67.2113,18.5357,17.6721,17.3131,2.3384,0.23151,O?,P,0.538818,c2,NORMAL
979,Well46,2465,1962.770788,91.5,68.3504,9.3299,9.8265,11.4813,2.4334,0.19688,O?,P,0.959717,c2,OTHER
981,Well46,2598,2056.563432,95.43,47.1809,4.4474,4.7421,6.5952,2.2657,0.21893,W,P,6.569336,c2,NORMAL
982,Well46,2600,2057.996278,96.24,46.2947,4.5037,4.8006,6.4956,2.2738,0.2231,W,P,6.569336,c2,NORMAL
985,Well46,2692.5,2124.925776,99.2,44.3644,42.4787,41.1456,50.1669,2.2462,0.2192,O,Q,2.654297,c3,OTHER
986,Well46,2693.8,2125.8683,98.82,36.6751,61.6723,107.5777,98.8817,2.3161,0.15659,O,Q,2.654297,c3,NORMAL
987,Well46,2694.6,2126.448315,106.6,33.574,42.3022,65.9801,59.2767,2.4383,0.13548,O,Q,2.654297,c3,NORMAL
988,Well46,2739.5,2159.519117,99.69,54.2374,15.4138,15.7766,14.497,2.4609,0.13946,O,Q,0.567627,c3,OTHER
989,Well46,2744.7,2163.391116,100.2,49.6809,9.2921,9.7334,11.0607,2.3683,0.18882,O,Q,0.796631,c3,NORMAL
990,Well46,2759.5,2174.419645,101.03,50.8198,13.2116,17.5375,21.6167,2.5219,0.12245,O,Q,0.798096,c3,OTHER
991,Well46,2768.8,2181.356862,101.27,71.3568,9.7475,10.8331,12.1672,2.4478,0.20506,O,Q,0.568115,c3,NORMAL
992,Well46,2806.4,2209.322557,102.43,64.1102,15.5546,17.1842,17.0116,2.4309,0.22058,O,Q,0.679199,c3,OTHER
994,Well46,2829.5,2226.56267,103.29,44.6491,9.7736,10.5694,11.5338,2.3494,0.19522,O,Q,1.026611,c3,NORMAL
995,Well46,2846.6,2239.393615,103.47,49.6801,8.5658,8.9011,9.5216,2.3133,0.22636,O,Q,0.688721,c3,NORMAL
997,Well46,2959.8,2326.57043,106.74,54.7115,12.452,13.4859,14.3564,2.3991,0.20946,O,Q,2.031006,c4,NORMAL
998,Well46,2977.6,2340.565673,107.27,56.7687,22.0802,22.0656,21.4241,2.4238,0.19038,O,Q,0.600342,c4,NORMAL
999,Well46,3007.2,2363.973885,108.9,59.7745,9.9277,10.7404,12.2602,2.4476,0.21263,O,Q,0.72583,c4,NORMAL
1000,Well46,3009.7,2365.954388,109.12,57.4328,8.6598,9.0051,9.5291,2.3896,0.18983,O,Q,1.210449,c4,NORMAL
1001,Well47,2253,1827.25784,79.7,62.7701,1.9826,2.0839,2.3476,2.2733,0.27014,W,O,1.292358,c1,NORMAL
1002,Well47,2256.1,1830.182009,82.02,52.8002,1.7273,1.8571,2.3018,2.2827,0.28494,W,O,2.296265,c1,NORMAL
1003,Well47,2293.2,1865.105152,83.47,58.8931,12.3445,11.8676,12.0356,2.2654,0.25474,O,O,2.438721,c2,NORMAL
1004,Well47,2300.4,1871.885641,85.26,44.0934,2.5265,2.7743,3.3107,2.2122,0.24819,W,O,1.578369,c2,NORMAL
1005,Well47,2333.79,1903.336671,89.01,62.4623,7.7517,8.5395,9.8755,2.3844,0.19531,O?,O,0.861572,c2,OTHER
1006,Well47,2371.3,1938.697751,89.98,72.9239,7.996,9.5769,10.0859,2.3385,0.26986,O?,O,0.718994,c2,OTHER
1008,Well47,2402,1967.686494,92.18,60.1546,4.7093,4.8848,6.1951,2.3315,0.21704,W,O,2.880371,c2,OTHER
1010,Well47,2514.4,2074.007864,95.18,50.6773,5.7779,5.8144,6.002,2.3708,0.20633,W,O,0.718994,c2,NORMAL
1011,Well47,2515.4,2074.952635,95.83,46.3385,5.924,5.9822,5.791,2.411,0.18093,W,O,1.006592,c2,NORMAL
1012,Well47,2558.59,2115.741747,96.65,51.2925,5.8492,6.0812,6.5725,2.3953,0.17929,W,O,0.864746,e,OTHER
1013,Well47,2642.8,2195.790932,98.56,48.5235,4.2927,4.3151,5.4048,2.3399,0.20003,W,O,4.665039,c3,NORMAL
1014,Well47,2646.51,2199.342203,99.47,31.9695,3.5899,3.5468,3.9178,2.3104,0.19896,W,O,4.665039,c3,NORMAL
1016,Well47,2703.9,2254.438826,101.22,50.6465,19.1635,20.3906,20.3256,2.3657,0.1739,O,O,0.587402,c3,NORMAL
1020,Well47,2772.1,2320.535349,104.82,44.2463,25.896,29.0945,36.1362,2.5131,0.11045,O,O,0.445312,c4,OTHER
1024,Well47,2828.99,2376.141134,107.39,70.0311,12.8122,12.7982,13.8102,2.4697,0.18598,O,O,1.494141,c4,OTHER
1025,Well47,2830.1,2377.229087,107.64,54.923,21.702,21.2142,21.3024,2.4661,0.09951,O,O,1.494141,c4,OTHER
1028,Well47,2849.4,2396.166858,108.1,72.6563,15.8875,17.5323,18.2772,2.4687,0.17104,O?,O,0.897949,c4,NORMAL
1031,Well48,2162.8,1735.969313,82.85,49.5146,0.7847,0.836,1.0173,2.2245,0.26052,W,P,9.005493,b4,NORMAL
1032,Well48,2450.8,1972.174184,89.5,57.2763,6.0471,6.1611,6.7763,2.2881,0.27987,O?,N,0.493896,c1,OTHER
1033,Well48,2456.8,1977.035962,92.37,64.2353,4.8354,4.9246,5.6328,2.3117,0.271,W,N,0.616821,c1,NORMAL
1034,Well48,2459.5,1979.223763,93.29,62.7781,4.2083,4.3543,5.0314,2.2915,0.2648,W,N,0.98645,c1,NORMAL
1035,Well48,2468.4,1986.458734,93.99,66.6146,4.9287,4.973,5.5655,2.2841,0.24835,W,N,0.86499,c1,NORMAL
1036,Well48,2481.3,1996.985334,99.12,69.1722,6.437,6.9009,7.5975,2.4272,0.23234,W,N,0.871826,c1,OTHER
1041,Well48,2792.8,2259.474074,102.13,39.2549,5.4012,5.3377,6.3827,2.307,0.21306,W,O,3.103027,c3,NORMAL
1043,Well48,2846.2,2304.850142,103.84,45.9759,7.8302,7.9266,9.0666,2.3118,0.2236,W,O,1.424561,c3,NORMAL
1045,Well48,2995.3,2431.533952,106.67,54.3027,9.3755,10.198,12.3661,2.4087,0.18514,W,O,0.519775,c3,OTHER
1046,Well48,3009.2,2443.388278,107.88,56.0273,9.8566,10.1496,12.2335,2.416,0.20035,W,O,0.520264,c3,OTHER
1049,Well48,3035,2465.434786,109.42,48.8306,8.4618,9.2198,11.6871,2.35,0.22163,W,O,3.259766,c3,NORMAL
1055,Well48,3099.99,2521.372988,112.01,72.0559,15.3692,15.6478,15.3635,2.5448,0.20416,O,O,,c4,OTHER
1057,Well48,3128.59,2546.17668,112.21,44.1318,18.2604,22.6185,23.9112,2.3553,0.18792,O,O,1.587646,c4,NORMAL
1059,Well48,3142,2557.839018,113.4,47.9676,13.5256,14.9645,16.847,2.391,0.19232,O,O,0.927734,c4,NORMAL
1061,Well48,3169,2581.354075,114.07,102.9181,13.4529,15.6601,19.949,2.4855,0.3486,O,O,,c4,NORMAL
1062,Well48,3170.9,2583.012001,114.29,,14.9552,17.5402,22.6393,2.4894,,O,O,,c4,NORMAL
1064,Well49,1889.5,1632.562698,76.07,35.6418,1.828,1.8055,2.0503,2.1442,0.24524,W,D,4.223999,b3,NORMAL
1065,Well49,1901,1640.958914,77.08,51.8618,2.0559,2.0832,2.2418,2.2571,0.24881,W,D,3.670654,b3,NORMAL
1067,Well49,1936.2,1666.653294,78.76,45.4575,2.4523,2.3707,2.6512,2.2937,0.27253,W,D,5.449585,b3,NORMAL
1069,Well49,2026.8,1732.346014,81.35,46.9534,19.3827,20.6995,19.3548,2.2855,0.23838,O,D,5.615601,b4,NORMAL
1070,Well49,2046.2,1746.407729,81.69,49.3475,16.2622,16.4783,14.7649,2.2899,0.24517,O,D,4.642212,b4,NORMAL
1071,Well49,2048.2,1747.859452,82.01,51.2927,19.8777,25.7848,24.175,2.2098,0.27203,O,D,4.642212,b4,NORMAL
1073,Well49,2058.8,1755.553585,82.47,59.2832,10.1025,12.9039,11.6281,2.2799,0.25115,O,D,4.106079,b4,NORMAL
1074,Well49,2068.3,1762.473148,82.71,46.8639,15.1455,18.5092,17.2519,2.3251,0.21094,O,D,2.78125,b4,NORMAL
1075,Well49,2075,1767.365245,83.2,41.9857,25.0157,27.8621,26.4161,2.2128,0.23105,O,D,8.9021,b4,NORMAL
1076,Well49,2078.7,1770.066851,83.42,37.2276,35.1144,39.9988,33.9384,2.1736,0.26902,O,D,8.9021,b4,NORMAL
1078,Well49,2088.3,1777.076423,83.7,77.9265,5.6247,5.0544,4.991,2.3287,0.2629,O?,D,0.667847,b4,OTHER
1079,Well49,2088.5,1777.222456,83.75,57.9964,5.2081,4.7841,4.7949,2.3074,0.25986,O?,D,0.667847,b4,NORMAL
1082,Well49,2103.6,1788.237226,84.05,47.2829,2.3036,2.423,2.7541,2.2241,0.27418,W,D,4.11438,b4,NORMAL
1083,Well49,2114.5,1796.186257,84.29,40.6093,2.4035,2.2854,2.3946,2.2333,0.26868,W,D,4.774658,b4,NORMAL
1084,Well49,2121.5,1801.292032,84.41,41.3574,2.5137,2.4035,2.4973,2.2422,0.23644,W,D,1.886963,b4,NORMAL
1086,Well49,2130.5,1807.864579,84.65,62.6047,11.3128,13.7825,13.7894,2.244,0.24064,O,D,2.446411,b4,NORMAL
1088,Well50,1891.4,1800.155887,83.2,39.4082,13.5717,13.3567,12.6211,2.1774,0.27849,O,P,1.697754,c1,NORMAL
1089,Well50,1894.1,1802.662204,85.9,61.8768,7.2022,7.4257,7.6347,2.2798,0.27498,O,P,0.707397,c1,NORMAL
1090,Well50,1901.8,1809.80985,87.04,49.9552,10.2381,10.5147,10.3458,2.2229,0.30982,O,P,0.707397,c1,NORMAL
1092,Well50,1904.3,1812.130515,87.87,55.4827,7.1487,7.1875,7.1645,2.2724,0.27869,O,P,1.131714,c1,OTHER
1093,Well50,1946.9,1851.673834,90.97,52.0469,3.269,3.3368,3.6333,2.2433,0.28954,W,P,1.414673,c2,NORMAL
1096,Well50,1980.5,1882.790112,92.17,72.9011,6.8573,7.0206,6.8045,2.3317,0.27034,O,P,1.830933,c2,NORMAL
1098,Well50,1994,1895.260764,92.68,62.1156,12.1511,17.5915,16.0629,2.2266,0.2623,O,P,1.126099,c2,NORMAL
1100,Well50,2020,1919.277767,94.31,75.3511,10.149,9.4638,8.96,2.3572,0.24679,O,P,0.844604,c2,NORMAL
1102,Well50,2033.3,1931.563162,94.56,51.9869,5.7879,6.028,6.6171,2.2802,0.28824,W,P,1.549316,c2,NORMAL
1109,Well50,2074.3,1969.530165,95.85,40.9323,18.2608,21.817,23.9081,2.1779,0.29654,O,P,3.249878,c2,NORMAL
1110,Well50,2107.8,2000.607856,96.38,61.3982,13.9638,14.7566,15.5445,2.5608,0.13185,O?,P,0.707397,c2,OTHER
1111,Well50,2111.7,2004.228097,96.55,55.3335,7.4622,8.5778,9.2166,2.4866,0.14691,W,P,0.282959,c2,NORMAL
1112,Well50,2152,2041.627888,97.67,51.4492,7.9211,8.7099,9.1306,2.2947,0.19678,W,P,1.130005,c2,NORMAL
1113,Well50,2175.1,2063.03756,99.12,48.7303,7.4045,7.6824,8.4501,2.3235,0.23371,W,P,2.400879,c2,NORMAL
1114,Well50,2176.7,2064.520481,99.16,49.4061,6.3526,6.6993,7.5165,2.3368,0.21298,W,P,2.400879,c2,NORMAL
1118,Well50,2225,2109.318307,99.61,35.2854,36.8419,54.8001,53.547,2.1727,0.14147,G,Q,1.836426,c3,NORMAL
1119,Well50,2227.5,2111.636433,99.84,47.2962,18.1628,18.9588,19.1078,2.3769,0.17616,O,Q,0.98877,c3,NORMAL
1121,Well50,2236.1,2119.610785,100.52,40.9023,30.1654,33.5427,28.6801,2.4331,0.17366,O,Q,0.42334,c3,NORMAL
1122,Well50,2261.3,2142.873904,101.15,49.6862,7.0902,7.6664,8.3826,2.3447,0.24604,O,Q,2.10498,c3,NORMAL
1123,Well50,2262.5,2143.98155,101.31,50.6124,7.1652,7.8297,8.3606,2.3483,0.21219,O,Q,2.10498,c3,NORMAL
1128,Well50,2458.2,2324.332079,107.61,53.2118,21.7137,27.7885,23.8581,2.542,0.14789,O,Q,0.701172,c4,OTHER
1129,Well50,2647.8,2503.842272,112.31,92.0519,31.056,29.777,25.1039,2.4678,0.21899,O,Q,,d,OTHER
1130,Well50,2649,2505.008963,114.42,80.1304,26.5131,29.8076,27.8568,2.502,0.17865,O,Q,,d,OTHER
1131,Well50,2650.1,2506.07843,115.06,96.2345,24.6355,26.7526,24.3193,2.4718,0.20451,O,Q,,d,OTHER
1132,Well51,1606,1407.307823,74.93,59.6089,6.4977,7.1207,7.9857,2.3429,0.26523,O,S,1.498047,a,NORMAL
1133,Well51,1622.8,1422.330987,78.4,56.4367,6.3095,6.7994,8.0008,2.3522,0.22773,O,S,4.228149,a,NORMAL
1134,Well51,1626,1425.192542,79.31,52.3083,7.6565,8.2274,9.8065,2.3072,0.25137,O,S,4.228149,a,NORMAL
1136,Well51,1792.7,1573.273404,82.95,51.261,3.1023,3.3888,4.3611,2.3068,0.22867,W,S,6.799438,b1,NORMAL
1137,Well51,2488.9,2072.146708,108.66,48.7673,16.9364,24.4889,33.9521,2.1967,0.19051,G,S,1.514893,c2,NORMAL
1141,Well51,2545.6,2109.159504,104.09,55.976,29.8684,39.2724,49.0551,2.2787,0.23694,O,S,0.986816,c2,NORMAL
1143,Well51,2574.1,2127.498295,104.24,65.8646,18.3756,19.6105,28.3142,2.3718,0.18376,O,S,0.779785,c2,OTHER
1145,Well51,2578,2129.998905,104.15,50.6159,12.9971,11.3625,13.2917,2.3819,0.17906,O,S,0.486084,c2,NORMAL
1146,Well51,2613.7,2152.855244,105.01,44.485,28.9966,15.1026,11.8831,2.3853,0.18017,O,S,0.785889,c2,NORMAL
1147,Well51,2630.3,2163.518947,105.16,74.8913,21.814,25.2869,23.8216,2.3272,0.21938,O,S,0.880371,c2,NORMAL
1148,Well51,2637,2167.822972,105.23,46.7957,90.7021,101.2032,93.1076,2.272,0.23663,O,S,1.758057,c2,NORMAL
1149,Well51,2653.8,2178.596941,105.36,57.7627,20.9405,20.4601,20.5806,2.2671,0.23904,O,S,3.125,c2,NORMAL
1151,Well51,2664.5,2185.45406,106.37,49.2294,57.4791,81.6825,33.3911,2.2901,0.23735,O,S,1.075195,c2,NORMAL
1155,Well51,2764.4,2250.221154,108.35,60.9054,26.1542,36.8862,22.8041,2.3947,0.17889,O,S,0.703125,c2,NORMAL
1156,Well51,2764.6,2250.352774,107.92,59.5189,26.7298,41.0116,23.5624,2.3865,0.15388,O,S,0.703125,c2,OTHER
1158,Well51,2829,2292.576234,109.94,53.3886,19.0306,17.99,18.9575,2.4209,0.14762,O,S,0.59668,c2,NORMAL
1159,Well51,2835.2,2296.620184,110.15,47.9972,8.5333,9.3917,12.4535,2.3609,0.19021,W,S,6.349121,c2,NORMAL
1160,Well51,2839.5,2299.42486,110.32,41.6819,8.9684,9.1285,10.6501,2.3441,0.19405,W,S,6.349121,c2,NORMAL
1161,Well51,2841.8,2300.925035,110.71,36.4137,7.4935,8.4049,10.0887,2.3572,0.19009,W,S,6.349121,c2,NORMAL
1163,Well51,2903.2,2341.296802,111.32,52.7109,32.5114,36.7814,37.2641,2.4216,0.19874,O,S,0.603516,c2,OTHER
1164,Well51,2904.4,2342.08676,111.53,35.2432,42.5961,84.0519,68.6226,2.3583,0.14379,O,S,1.105957,c2,NORMAL
1165,Well51,2905.4,2342.745059,111.79,42.4521,73.7263,72.0413,60.4554,2.3551,0.1849,O,S,1.105957,c2,NORMAL
1169,Well51,2993,2401.108458,114.27,52.4334,12.9335,9.7979,11.9311,2.424,0.18318,O,S,0.516602,c2,OTHER
1170,Well51,3011,2413.38868,113.98,39.1863,45.0114,43.8233,45.0896,2.4079,0.17954,O,S,0.730225,c2,NORMAL
1171,Well51,3029.1,2425.833073,114.12,45.1627,24.9786,24.8693,28.055,2.4106,0.15129,O,S,0.841553,c2,NORMAL
1174,Well52,1664,1538.413003,83.43,42.4399,1.7198,2.0115,2.7344,2.2742,0.26912,W,B,1.92688,b1,NORMAL
1179,Well52,1789.9,1640.889826,80.16,47.1556,13.3042,18.7549,23.2038,2.311,0.23119,O,S,0.611206,b3,NORMAL
1181,Well52,1860.8,1697.210439,82.45,35.2796,17.8548,18.9194,18.8808,2.289,0.23681,O,B,5.610596,b4,NORMAL
1182,Well52,1867,1702.074767,83.05,48.5235,11.5841,13.864,14.5752,2.2793,0.21181,O,B,1.546143,b4,NORMAL
1184,Well52,2061.3,1849.418595,96.48,46.0787,8.8459,9.6518,9.7344,2.2919,0.2757,O?,B,1.13269,c2,NORMAL
1187,Well52,2201.1,1954.505513,92.61,45.5835,15.4365,17.5829,21.786,2.2065,0.17112,O,B,2.449707,c3,NORMAL
1191,Well52,2267.7,2005.927282,95.86,49.6004,10.5488,12.8794,14.8254,2.3605,0.23485,O,B,0.476929,c3,NORMAL
1194,Well52,2315.5,2043.606709,97.76,41.13,12.392,16.7503,20.4328,2.2438,0.25699,O,B,0.966187,c3,NORMAL
1195,Well52,2331.6,2056.377814,98.12,36.7636,6.0657,6.4657,7.8242,2.2823,0.24159,W,B,2.906738,c3,NORMAL
1197,Well52,2338.5,2061.873922,98.83,39.8782,7.2207,7.633,9.1494,2.3165,0.22704,O,B,3.88208,c3,NORMAL
1198,Well52,2339.4,2062.590805,99.03,37.637,7.672,8.3062,10.2266,2.3277,0.26949,O,B,3.88208,c3,NORMAL
1200,Well52,2391.8,2104.543627,100.88,32.8049,6.3234,7.0149,7.3438,2.2866,0.22206,W,B,0.614014,c4,NORMAL
1205,Well53,2412.5,1911.636162,85.68,41.2289,9.0757,14.4716,16.7257,2.2475,0.25196,O,N,1.921753,c1,NORMAL
1206,Well53,2423,1920.444809,87.79,50.8972,12.5499,13.8258,16.7986,2.2452,0.267,O,N,2.165405,c1,NORMAL
1207,Well53,2423.5,1920.861767,92.8,45.0162,11.008,13.4823,18.5791,2.2875,0.24275,O,N,2.165405,c1,NORMAL
1211,Well53,2510.2,1992.793266,93.26,67.7394,4.9869,5.3113,5.7714,2.3856,0.25827,W,P,0.629883,c2,NORMAL
1212,Well53,2535.4,2013.614876,93.51,59.7339,3.5873,3.6049,4.2725,2.3068,0.27849,W,P,1.76355,c2,NORMAL
1214,Well53,2654,2111.718835,97.07,49.5733,4.85,5.1634,5.7492,2.3037,0.24316,W,P,4.022949,c2,NORMAL
1220,Well54,2146.3,1807.645181,86.19,55.446,3.8778,3.4861,3.7419,2.287,0.27787,W,O,1.026611,c1,NORMAL
1221,Well54,2151.8,1811.777429,87.3,65.6856,3.0845,3.0447,3.4948,2.2925,0.28909,W,O,1.704956,c1,NORMAL
1222,Well54,2159,1817.149969,87.63,60.5495,3.6481,3.9493,4.4468,2.3602,0.21563,W,O,0.680054,c1,NORMAL
1224,Well54,2251.8,1885.672484,91.73,49.783,3.4777,3.3905,3.8668,2.1671,0.2988,W,O,0.777344,c2,NORMAL
1225,Well54,2253.4,1886.837877,91.82,58.6068,8.4334,8.7662,11.5806,2.4051,0.19372,W,O,0.444214,c2,OTHER
1226,Well54,2261.6,1892.810517,91.9,62.1298,8.9254,8.6293,8.5381,2.2158,0.29564,O,O,0.665527,c2,NORMAL
1228,Well54,2296.8,1918.498088,92.71,49.355,11.6278,13.8221,14.7528,2.5067,0.22595,O,O,,c2,OTHER
1229,Well54,2305.1,1924.572904,93.01,59.4296,4.0807,4.0793,4.8274,2.3359,0.27421,W,O,1.005493,c2,NORMAL
1230,Well54,2309.8,1928.016244,93.06,58.1461,4.6534,5.0033,5.5261,2.2946,0.25918,W,O,0.670166,c2,NORMAL
1231,Well54,2319.6,1935.195975,93.28,67.332,6.9343,7.5171,8.4082,2.2812,0.29083,O,O,0.557983,c2,NORMAL
1233,Well54,2515,2079.951307,95.81,48.729,5.9651,6.1486,6.6913,2.3669,0.21919,W,O,1.690918,c2,NORMAL
1234,Well54,2519.5,2083.277998,96.3,39.7077,3.4571,3.341,4.2515,2.2958,0.23253,W,O,1.236084,c2,NORMAL
1235,Well54,2530.2,2091.188129,96.7,43.0661,4.6218,4.341,4.9244,2.3171,0.20412,W,O,2.455078,c2,NORMAL
1237,Well54,2596.5,2140.454075,99.26,42.1111,4.8074,3.7901,4.232,2.28,0.19171,W,O,3.091309,c3,NORMAL
1238,Well54,2598.8,2142.185718,99.48,37.7979,4.2607,5.0123,5.5385,2.314,0.19884,W,O,3.091309,c3,NORMAL
1239,Well54,2626.7,2163.259198,99.64,50.441,5.2295,4.6723,5.3611,2.2858,0.19586,W,O,0.809814,c3,NORMAL
1240,Well54,2636.2,2170.480401,100.48,46.8194,9.193,13.8326,17.8335,2.4287,0.13422,W,O,0.695801,c3,NORMAL
1243,Well54,2704.5,2223.111989,102.75,45.3047,8.625,9.263,10.3732,2.3665,0.20666,O?,O,0.599365,c3,NORMAL
1244,Well54,2725,2239.400718,103.13,56.4333,9.5167,10.5488,11.5379,2.4072,0.20048,O?,O,0.608154,c3,NORMAL
