,TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,RFT
576,797,36,2801.8,2366.423699,109.39,40.6872,55.7325,57.8296,40.2099,2.3514,0.17589000000000002,O,G,0.6347659999999999,c3,NORMAL
577,800,36,2877.5,2418.775907,111.09,39.4552,11.865,13.8886,16.3179,2.4114,0.16067,O,G,0.618896,c3,NORMAL
578,802,36,2959.8,2474.678046,115.34,36.905,28.1422,34.4339,28.1851,2.3475,0.14844000000000002,O,G,1.022217,c3,NORMAL
579,803,36,3007.9,2507.328175,115.88,32.836,14.3939,15.0559,15.7275,2.3716,0.16109,O,G,2.528809,c3,NORMAL
580,805,36,3064.2,2547.403694,116.87,43.0938,11.7578,13.4852,16.6544,2.2619,0.20540999999999998,O,G,2.207275,c3,NORMAL
581,807,36,3069.1,2550.943276,117.78,33.6956,11.3575,13.05,15.8661,2.3842,0.15567999999999999,O,G,2.864502,c3,NORMAL
582,812,36,3206.8,2657.902122,119.31,59.7693,17.1658,17.5266,16.1507,2.468,0.14157,O,D,0.254395,c4,OTHER
583,813,37,2375.3,2102.431461,99.88,80.6366,25.0217,25.1684,25.0317,2.3579,0.17357999999999998,O,I,0.962158,c2,OTHER
584,817,37,2469.5,2193.116254,102.73,53.7211,31.5289,32.0818,33.1106,2.3377,0.21317600000000003,O,I,0.866455,c2,OTHER
585,818,37,2483.0,2206.112876,103.01,62.0301,34.4779,34.5484,35.666,2.3556,0.188162,O,I,0.9626459999999999,c2,NORMAL
586,819,37,2493.2,2215.930888,103.31,53.8924,39.9515,40.2996,40.9427,2.4219999999999997,0.16630899999999998,O,I,1.155273,c2,NORMAL
587,821,37,2569.2,2289.1574010000004,106.27,46.7665,34.385999999999996,35.3303,35.9749,2.3702,0.18495,O,I,1.4458010000000001,c2,NORMAL
588,823,37,2630.4,2348.163509,106.81,44.8611,11.015999999999998,11.2759,11.892999999999999,2.2905,0.20369,O,N,3.473877,c3,NORMAL
589,825,37,2675.6,2391.688755,109.03,52.7799,12.6571,12.8879,13.3299,2.4516,0.175843,O,N,0.771729,c3,OTHER
590,826,37,2693.8,2409.233397,109.35,48.5375,7.2823,7.4028,7.7483,2.3499,0.217849,O,N,1.350342,c3,OTHER
591,829,37,2741.5,2455.207985,111.12,56.7484,10.8238,10.872,11.1409,2.3938,0.180855,O,N,0.963623,c3,OTHER
592,830,37,2744.7,2458.2912300000003,110.99,52.8218,20.0315,20.3351,21.2194,2.5525,0.11286600000000001,O,N,0.48168900000000003,c3,OTHER
593,831,37,2797.6,2509.252948,111.81,62.4221,45.0789,45.0035,44.9957,2.4798,0.15105,O,N,0.385498,c4,NORMAL
594,832,37,2802.2,2513.684366,111.05,65.7061,20.2369,19.6798,19.2255,2.5148,0.18548,O,N,0.096191,c4,NORMAL
595,833,38,2136.5,1917.847295,91.86,52.5103,8.9398,9999.0,9999.0,2.3755,0.191892,O?,C,2.017212,b2,OTHER
596,834,38,2280.0,2048.635917,96.34,49.1298,10.9636,9999.0,9999.0,2.3972,0.199187,O,D,0.981567,f,NORMAL
597,835,38,2284.5,2052.6219,95.4,46.5326,9.6853,9999.0,9999.0,2.4208,0.15521500000000002,O,D,1.780029,f,NORMAL
598,836,38,2292.8,2059.9738239999997,95.17,71.0193,12.7295,9999.0,9999.0,2.3864,0.20247300000000001,O,D,0.177002,f,NORMAL
599,837,38,2352.2,2111.400536,98.05,35.3387,4.3315,9999.0,9999.0,2.2119999999999997,0.21770599999999998,W,D,3.632568,f,NORMAL
600,838,38,2393.7,2145.76023,99.66,48.1467,17.9155,9999.0,9999.0,2.3222,0.193281,O,D,0.811523,f,NORMAL
601,839,38,2600.3,2294.474634,104.16,53.0217,9.5391,9999.0,9999.0,2.2827,0.214894,O?,D,0.904541,f,OTHER
602,840,38,2634.0,2316.467513,104.57,43.6266,7.5548,9999.0,9999.0,2.3504,0.18473299999999998,O?,D,4.143555,f,NORMAL
603,841,38,2634.0,2316.467513,104.32,43.6266,7.5548,9999.0,9999.0,2.3504,0.18473299999999998,O?,D,4.143555,f,NORMAL
604,842,39,1199.99,1138.769272,66.60975400000001,65.5788,1.2819999999999998,9999.0,9999.0,2.2125,0.312,W,S,7.839355,a,NORMAL
605,843,39,1408.48,1338.6780789999998,71.738608,63.8762,2.767,9999.0,9999.0,2.2395,0.301,W,S,5.840942,a,NORMAL
606,844,39,1637.97,1525.591364,77.384062,67.9516,2.7439999999999998,9999.0,9999.0,2.2564,0.302,W,S,7.110717999999999,b1,NORMAL
607,845,39,1676.52,1552.567223,78.332392,61.0867,2.688,9999.0,9999.0,2.2512,0.265,W,S,5.572266,b1,NORMAL
608,846,39,1705.01,1572.190622,79.03324599999999,55.5178,3.1630000000000003,9999.0,9999.0,2.3026,0.267,W,S,3.25,b1,NORMAL
609,847,39,1724.02,1585.275547,79.50089200000001,83.4998,4.677,9999.0,9999.0,2.428,0.239,O?,S,1.1557620000000002,b1,OTHER
610,848,39,1763.02,1611.817928,80.46029200000001,55.1354,10.855,9999.0,9999.0,2.2235,0.257,O,S,4.218506,b1,NORMAL
611,849,39,1776.01,1620.585481,80.77984599999999,56.9908,12.679,9999.0,9999.0,2.1852,0.266,O,S,4.420166,b1,NORMAL
612,850,39,1779.01,1622.61032,80.853646,59.1642,14.231,9999.0,9999.0,2.1902,0.263,O,S,4.420166,b1,NORMAL
613,851,39,1828.99,1656.520418,82.08315400000001,43.7712,12.015,9999.0,9999.0,2.2073,0.237,O,S,2.182861,b3,NORMAL
614,852,39,1861.0,1678.3888960000002,82.8706,79.6494,11.892000000000001,9999.0,9999.0,2.2947,0.273,O,S,1.9814450000000001,b3,NORMAL
615,853,39,1903.46,1707.546318,83.915116,65.4022,2.623,9999.0,9999.0,2.2574,0.258,W,S,5.461792,b3,NORMAL
616,854,39,1934.01,1728.6081010000003,84.666646,65.0487,1.9340000000000002,9999.0,9999.0,2.2272,0.282,W,S,3.047974,b4,NORMAL
617,855,39,1959.96,1746.47503,85.30501600000001,62.5151,1.97,9999.0,9999.0,2.2413,0.306,W,S,6.073364,b4,NORMAL
618,856,39,2041.99,1802.838777,87.32295400000001,56.4311,3.2260000000000004,9999.0,9999.0,2.3302,0.21100000000000002,W,S,6.074707,b4,NORMAL
619,857,40,1270.53,1196.403184,68.345038,93.5042,3.4819999999999998,9999.0,9999.0,2.1974,0.27,W,S,4.199341,a,OTHER
620,858,40,1546.48,1397.7475949999998,75.133408,73.3765,2.7880000000000003,9999.0,9999.0,2.2322,0.275,W,S,4.196289,b1,NORMAL
621,859,40,1634.46,1459.931484,77.29771600000001,70.0419,4.7010000000000005,9999.0,9999.0,2.271,0.287,W,S,2.994507,b1,NORMAL
622,860,40,1684.43,1495.114629,78.526978,61.9994,2.718,9999.0,9999.0,2.2374,0.271,W,S,4.197021,b1,NORMAL
623,861,40,1714.97,1516.782514,79.278262,70.4586,10.953,9999.0,9999.0,2.2675,0.273,O,S,4.453125,b1,NORMAL
624,862,40,1742.97,1536.5701689999999,79.967062,68.5809,6.836,9999.0,9999.0,2.2383,0.267,O,S,2.778809,b1,NORMAL
625,863,40,1760.88,1549.104299,80.407648,67.2536,12.284,9999.0,9999.0,2.2957,0.261,O,S,2.961548,b1,NORMAL
626,864,40,1771.54,1556.509353,80.669884,72.3611,11.779000000000002,9999.0,9999.0,2.219,0.253,O,S,4.236328,b1,NORMAL
627,865,40,1784.03,1565.197148,80.977138,57.5214,16.283,9999.0,9999.0,2.2249,0.257,O,S,8.28479,b1,NORMAL
628,866,40,1788.47,1568.3008730000001,81.086362,63.41,19.035,9999.0,9999.0,2.2159999999999997,0.23600000000000002,O,S,8.28479,b1,NORMAL
629,867,40,1827.55,1595.790149,82.04773,106.6131,13.614,9999.0,9999.0,2.2467,0.271,O,S,2.0554200000000002,b3,NORMAL
630,868,40,1835.06,1601.114323,82.232476,90.7563,6.643,9999.0,9999.0,2.2881,0.26899999999999996,O,S,0.979126,b3,OTHER
631,869,40,1847.98,1610.365126,82.550308,72.6222,20.491999999999997,9999.0,9999.0,2.2401,0.284,O,S,3.6096190000000004,b3,NORMAL
632,870,40,1864.53,1622.270143,82.957438,96.6371,7.568,9999.0,9999.0,2.3053,0.233,O,S,3.410889,b3,NORMAL
633,871,41,1665.0,1486.637852,78.04899999999999,50.4437,3.287,9999.0,9999.0,2.2135,0.247,W,S,4.666626,b1,NORMAL
634,872,41,1693.0,1505.029951,78.7378,44.4668,16.160999999999998,9999.0,9999.0,2.1917,0.265,O,S,2.120361,b1,NORMAL
635,873,41,1727.0,1527.557991,79.5742,49.1406,20.1329,9999.0,9999.0,2.2719,0.23800000000000002,O,S,1.919312,b1,NORMAL
636,874,41,1742.0,1537.536399,79.9432,64.1973,12.255,9999.0,9999.0,2.3048,0.265999,O,S,3.151245,b1,NORMAL
637,875,41,1751.5,1543.884472,80.1769,44.8791,28.713,9999.0,9999.0,2.1919,0.251999,O,S,2.961304,b1,NORMAL
638,876,41,1768.0,1555.073825,80.5828,34.8262,39.6877,9999.0,9999.0,2.1489,0.257,O,S,5.914795,b1,NORMAL
639,877,41,1802.0,1578.901551,81.4192,58.8867,15.569,9999.0,9999.0,2.3077,0.218,O,S,1.4377440000000001,b3,NORMAL
640,878,41,1829.0,1598.790759,82.0834,52.4625,41.082,9999.0,9999.0,2.2449,0.24600000000000002,O,S,5.124756,b3,NORMAL
641,879,41,1846.0,1611.483861,82.5016,77.3274,9.283999999999999,9999.0,9999.0,2.331,0.229001,O,S,1.0286870000000001,b3,NORMAL
642,880,41,1910.0,1659.319425,84.07600000000001,51.7374,13.425999999999998,9999.0,9999.0,2.1756,0.283002,O,S,1.135742,b4,NORMAL
643,881,41,1916.5,1664.165015,84.2359,53.6743,12.377,9999.0,9999.0,2.2035,0.26000100000000004,O,S,2.950806,b4,NORMAL
644,882,41,1931.0,1674.9414980000001,84.5926,45.373999999999995,41.869,9999.0,9999.0,2.1931,0.266,O,S,10.973389,b4,NORMAL
645,883,41,1953.5,1691.62277,85.1461,49.0886,29.4169,9999.0,9999.0,2.1901,0.252,O,S,6.986938,b4,NORMAL
646,884,41,1962.0,1697.894628,85.3552,52.9821,15.745999999999999,9999.0,9999.0,2.2230000000000003,0.24100100000000002,O,S,4.613403,b4,NORMAL
647,885,41,1979.5,1710.8044399999999,85.7857,50.2651,6.985,9999.0,9999.0,2.2062,0.26900100000000005,O,S,5.1604,b4,NORMAL
648,886,41,1992.5,1720.35062,86.1055,43.7506,1.9880000000000002,9999.0,9999.0,2.1932,0.287998,W,S,6.7146,b4,NORMAL
649,887,41,2034.0,1750.809209,87.1264,44.1211,1.6219999999999999,9999.0,9999.0,2.1503,0.27899999999999997,W,S,6.159058,b4,NORMAL
650,888,42,1638.0,1496.480951,86.27777778,47.3417,2.997,9999.0,9999.0,2.252,0.266999,W,S,3.561157,a,NORMAL
651,889,42,1638.01,1496.4882460000001,84.66666667,47.3417,2.997,9999.0,9999.0,2.252,0.266999,W,S,3.561157,a,NORMAL
652,890,42,1669.98,1519.573492,78.171508,30.1462,2.4138,9999.0,9999.0,2.188,0.24401599999999998,W,S,1.418091,a,NORMAL
653,891,42,1710.49,1548.462069,77.88888889,54.0352,14.9266,9999.0,9999.0,2.235,0.24699000000000002,O,S,4.879028,b1,NORMAL
654,892,42,1722.48,1556.805345,79.61111111,56.156000000000006,17.0937,9999.0,9999.0,2.287,0.225005,O,S,3.9316410000000004,b1,NORMAL
655,893,42,1730.8,1562.594841,80.88888889,69.4388,6.6235,9999.0,9999.0,2.45,0.214027,O,S,0.209229,b1,NORMAL
656,894,42,1731.03,1562.7548880000002,80.44444444,54.106,7.5393,9999.0,9999.0,2.565,0.149019,O,S,0.209229,b1,OTHER
657,895,42,1795.97,1606.832022,82.16666667,67.9769,18.885,9999.0,9999.0,2.3569999999999998,0.259981,O,S,0.823364,b3,OTHER
658,896,42,1796.2,1606.987111,81.27651999999999,60.6793,17.6053,9999.0,9999.0,2.254,0.289,O,S,0.823364,b3,NORMAL
659,897,42,1801.01,1610.230503,82.61111111,58.0022,20.6856,9999.0,9999.0,2.248,0.244991,O,S,1.851318,b3,NORMAL
660,898,42,1852.53,1644.942559,83.5,54.6669,3.1461,9999.0,9999.0,2.303,0.25100300000000003,W,S,1.5390620000000002,b3,NORMAL
661,899,42,1881.01,1663.770109,84.5,56.953,8.2822,9999.0,9999.0,2.234,0.272971,O,S,2.5721439999999998,b4,NORMAL
662,900,42,1888.98,1668.893031,84.83333333,52.7878,9.3364,9999.0,9999.0,2.1919999999999997,0.240977,O,S,2.457153,b4,NORMAL
663,901,42,1903.99,1678.5410940000002,85.11111111,50.7489,17.952,9999.0,9999.0,2.254,0.222016,O,S,4.746094,b4,NORMAL
664,902,42,1910.51,1682.707831,85.33333333,53.0425,26.0079,9999.0,9999.0,2.225,0.284003,O,S,1.355713,b4,NORMAL
665,903,42,1917.51,1687.165084,85.55555556,45.1736,24.3934,9999.0,9999.0,2.19,0.286004,O,S,4.072266,b4,NORMAL
666,904,42,1928.5,1694.162973,86.33333333,69.5152,12.2053,9999.0,9999.0,2.298,0.243022,O,S,2.0408939999999998,b4,NORMAL
667,905,42,1937.99,1700.2100269999999,86.27777778,50.2902,22.8581,9999.0,9999.0,2.263,0.258973,O,S,5.255493,b4,NORMAL
668,906,42,1951.0,1708.511655,86.61111111,43.3275,6.8495,9999.0,9999.0,2.334,0.20800700000000003,W,S,3.50061,b4,NORMAL
669,907,42,1975.98,1724.4427039999998,86.72222222,48.75,2.3082,9999.0,9999.0,2.246,0.239004,W,S,4.468628,b4,NORMAL
670,908,43,1718.68,1483.3676169999999,76.0,64.2836,2.9348,2.9139,3.1757,2.181,0.264871,W,H,1.080811,a,NORMAL
671,909,43,1824.78,1574.558049,80.1,45.7711,4.6955,4.6417,4.8701,2.2625,0.248602,W,H,1.571777,b1,NORMAL
672,910,43,1883.98,1622.581858,80.9,34.251,2.3534,2.3264,2.5983,2.1928,0.22458000000000003,W,H,1.984131,b1,NORMAL
673,911,43,1943.98,1668.631934,82.8,36.8714,19.5561,27.3758,50.85,2.1322,0.292268,O,D,3.4744870000000003,b3,NORMAL
674,912,43,1968.98,1686.7716670000002,83.2,46.8537,8.3351,9.1393,11.0673,2.2261,0.245746,O,D,2.35144,b3,NORMAL
675,916,43,2119.98,1783.2401730000001,86.1,41.8996,1.6474,1.6422,1.8296,2.1744,0.268123,W,D,7.122681,b4,NORMAL
676,917,43,2131.98,1790.745648,86.2,41.7972,2.1736,2.1835,2.4386,2.2119,0.253825,W,D,2.200806,b4,NORMAL
677,918,43,2145.98,1799.573209,86.4,43.0909,13.4181,18.7909,34.6891,2.1595,0.24243499999999998,O,D,2.841797,b4,NORMAL
678,920,43,2169.18,1814.293748,86.8,43.93899999999999,12.3817,14.1545,17.2775,2.2673,0.201127,O,D,4.201904,b4,NORMAL
679,921,43,2178.98,1820.5352269999998,86.9,50.1282,10.7935,12.6193,15.3132,2.2088,0.25966300000000003,O,D,0.31958000000000003,b4,NORMAL
680,923,43,2350.78,1934.172248,90.8,44.1344,25.631999999999998,33.8976,50.3457,2.2049,0.12334200000000001,O,H,1.282715,c1,NORMAL
681,924,44,1651.0,1481.0606710000002,79.7,63.5935,3.5125,4.2202,9999.0,2.4436,9999.0,W,S,1.549316,b1,NORMAL
682,925,44,1688.0,1514.754729,80.9,47.448,5.1361,5.9559,9999.0,2.3528,9999.0,O,S,1.729126,b1,NORMAL
683,926,44,1692.0,1518.395443,81.9,78.0043,6.6393,7.1856,9999.0,2.5018,9999.0,O,S,9999.0,b1,NORMAL
684,927,44,1711.4,1535.96414,82.3,72.1514,4.6963,4.0609,9999.0,2.4808,9999.0,O,S,9999.0,b1,OTHER
685,928,44,1730.0,1552.707723,82.6,57.8116,3.2026,3.1103,9999.0,2.4142,9999.0,W,S,2.508301,b1,NORMAL
686,929,44,1740.0,1561.618915,82.7,107.889,6.67,7.2262,9999.0,2.5537,9999.0,W,S,9999.0,b1,NORMAL
687,930,44,1850.0,1656.3847660000001,84.7,57.8529,2.8195,3.0895,9999.0,2.4144,9999.0,W,S,1.7388919999999999,b1,NORMAL
688,931,44,2349.5,2027.620482,93.7,53.95399999999999,37.4429,43.503,9999.0,2.3215,9999.0,G,S,2.110107,c1,NORMAL
689,932,44,2353.0,2030.0677510000003,95.2,42.998999999999995,47.9102,62.0496,9999.0,2.233,9999.0,G,S,1.409058,c1,NORMAL
690,933,44,2377.2,2046.998979,96.8,43.7949,32.7052,46.2092,9999.0,2.2399,9999.0,O,S,1.671143,c1,OTHER
691,934,44,2378.0,2047.5587239999998,100.3,50.992,29.8551,38.266,9999.0,2.299,9999.0,O,S,1.671143,c1,NORMAL
692,935,44,2457.5,2104.052716,101.7,59.7702,19.4436,27.0163,9999.0,2.3627,9999.0,O,S,1.647217,c1,OTHER
693,936,44,2458.0,2104.410007,99.1,59.1466,22.4074,28.2162,9999.0,2.3585,9999.0,O,S,1.647217,c1,OTHER
694,937,44,2483.5,2122.602414,99.0,43.7971,9.1444,10.0508,9999.0,2.2399,9999.0,W,S,1.283691,c1,OTHER
695,938,44,2498.0,2132.93262,103.2,56.63,24.971,37.1037,9999.0,2.3409999999999997,9999.0,O,S,1.122314,c1,NORMAL
696,939,44,2627.0,2223.779298,102.4,52.0704,8.9881,10.3025,9999.0,2.3073,9999.0,W,S,1.7771,c2,NORMAL
697,940,44,2661.2,2248.233173,105.5,52.5588,31.2959,36.7266,9999.0,2.311,9999.0,O,S,0.5063479999999999,c2,OTHER
698,941,44,2691.7,2270.303941,109.2,35.4907,32.5201,37.513000000000005,9999.0,2.2242,9999.0,O,S,0.9396969999999999,c2,OTHER
699,942,44,2746.5,2309.585273,109.6,50.0535,23.2243,36.3475,9999.0,2.2916,9999.0,O,S,0.7922359999999999,c2,NORMAL
700,943,44,2778.3,2332.647539,107.8,41.783,49.3265,68.2743,9999.0,2.2242,9999.0,O,S,1.605469,c2,OTHER
701,944,44,2874.7,2404.997818,110.6,66.0813,30.1067,43.8546,9999.0,2.3784,9999.0,O,S,1.2348629999999998,c2,OTHER
702,945,44,2891.5,2417.992889,111.5,68.6035,35.209,40.4676,9999.0,2.2242,9999.0,O,S,2.09082,c2,OTHER
703,946,44,2892.0,2418.3796469999997,114.0,84.12100000000001,27.6374,34.9022,9999.0,2.325,9999.0,O,S,2.09082,c2,NORMAL
704,947,44,2918.5,2439.028323,113.5,55.7542,26.7487,30.4534,9999.0,2.2242,9999.0,O,S,1.332031,c3,OTHER
705,948,44,2990.5,2496.306829,114.4,83.2697,31.0951,33.9783,9999.0,2.3179,9999.0,O,S,2.021973,c3,OTHER
706,949,44,3022.7,2522.440888,116.0,91.1872,46.1368,47.8122,9999.0,2.3556,9999.0,O,S,2.035156,c3,NORMAL
707,950,45,2436.9,1932.480155,89.34,48.8558,26.5047,27.4153,26.0636,2.1702,0.12109,G,H,0.662842,c1,NORMAL
708,953,45,2455.6,1946.121814,91.39,65.5984,25.5472,26.4237,22.0188,2.38,0.19627,O,H,1.003296,c1,NORMAL
709,954,45,2495.1,1975.469135,93.64,57.4249,34.9101,42.0223,41.4227,2.384,0.19675,O,H,0.692871,c2,OTHER
710,955,45,2505.9,1983.6231879999998,94.16,57.9742,21.8141,28.4954,29.5755,2.3004,0.16596,O,H,0.805908,c2,NORMAL
711,959,45,2536.5,2006.5571510000002,95.31,50.9601,36.3514,43.5249,41.8688,2.3379,0.21015,O,H,0.7929689999999999,c2,NORMAL
712,960,45,2542.6,2011.090257,95.58,61.2073,33.0312,36.0996,28.861,2.3307,0.18692999999999999,O,H,0.676147,c2,NORMAL
713,962,45,2559.5,2023.534111,95.78,60.231,34.966,47.3369,49.3413,2.3498,0.2128,O,H,0.780396,c2,NORMAL
714,963,45,2561.0,2024.6281850000003,95.96,71.1491,25.2916,24.2919,25.2844,2.397,0.18339,O,H,0.668457,c2,NORMAL
715,964,45,2579.9,2038.4135260000003,96.3,61.1458,20.4799,24.9946,26.4166,2.3506,0.19995,O,H,0.7645265,c2,NORMAL
716,965,45,2588.5,2044.6071379999998,96.54,53.6436,24.2118,25.9776,25.5573,2.4012,0.2198,O,H,0.41699250000000004,c2,NORMAL
717,966,45,2652.6,2089.914018,97.59,48.4287,27.7776,32.2479,35.0845,2.2789,0.22274000000000002,O,H,1.361572,c2,NORMAL
718,967,45,2656.2,2092.3892579999997,98.2,53.1558,21.1632,23.7745,23.4369,2.3564,0.2209,O,H,0.625732,c2,NORMAL
719,968,45,2684.0,2111.3631649999998,98.45,50.9599,31.7247,37.9744,36.3126,2.3874,0.16368,O,H,1.036621,c2,NORMAL
720,969,45,2767.2,2167.981774,99.9,61.8168,22.2987,20.6232,22.8439,2.4041,0.17204,O,H,0.726318,c2,OTHER
721,971,45,2784.9,2180.054991,100.7,59.7429,33.2993,51.9039,44.6097,2.2668,0.14614000000000002,O,H,0.668335,c2,NORMAL
722,972,45,2788.0,2182.189472,101.2,74.8386,17.503,19.1521,18.6453,2.3816,0.18465,O,H,0.83667,c2,NORMAL
723,973,45,2892.8,2254.977373,106.49,50.4413,15.4099,20.1303,22.5372,2.458,0.16433,O?,H,0.638916,c3,OTHER
724,975,45,2923.2,2276.260931,105.98,37.8768,17.805999999999997,23.1789,24.4689,2.447,0.13985,O?,H,1.282959,c3,OTHER
725,977,46,2312.5,1851.291786,100.97,62.8758,4.9912,5.2793,5.7177,2.3387,0.22282,W,P,3.676758,c1,OTHER
726,978,46,2431.2,1938.994645,89.97,67.2113,18.5357,17.6721,17.3131,2.3384,0.23151,O?,P,0.538818,c2,NORMAL
727,979,46,2465.0,1962.7707879999998,91.5,68.3504,9.3299,9.8265,11.4813,2.4334,0.19688,O?,P,0.959717,c2,OTHER
728,981,46,2598.0,2056.563432,95.43,47.1809,4.4474,4.7421,6.5952,2.2657,0.21893,W,P,6.569336,c2,NORMAL
729,982,46,2600.0,2057.996278,96.24,46.2947,4.5037,4.8006,6.4956,2.2738,0.2231,W,P,6.569336,c2,NORMAL
730,985,46,2692.5,2124.925776,99.2,44.3644,42.4787,41.1456,50.1669,2.2462,0.2192,O,Q,2.654297,c3,OTHER
731,986,46,2693.8,2125.8683,98.82,36.6751,61.6723,107.5777,98.8817,2.3161,0.15659,O,Q,2.654297,c3,NORMAL
732,987,46,2694.6,2126.4483149999996,106.6,33.574,42.3022,65.9801,59.2767,2.4383,0.13548,O,Q,2.654297,c3,NORMAL
733,988,46,2739.5,2159.5191170000003,99.69,54.2374,15.4138,15.7766,14.497,2.4609,0.13946,O,Q,0.567627,c3,OTHER
734,989,46,2744.7,2163.3911160000002,100.2,49.6809,9.2921,9.7334,11.0607,2.3683,0.18882000000000002,O,Q,0.7966310000000001,c3,NORMAL
735,990,46,2759.5,2174.419645,101.03,50.8198,13.2116,17.5375,21.6167,2.5219,0.12245,O,Q,0.798096,c3,OTHER
736,991,46,2768.8,2181.356862,101.27,71.3568,9.7475,10.8331,12.1672,2.4478,0.20506,O,Q,0.5681149999999999,c3,NORMAL
737,992,46,2806.4,2209.322557,102.43,64.1102,15.5546,17.1842,17.0116,2.4309,0.22058000000000003,O,Q,0.679199,c3,OTHER
738,994,46,2829.5,2226.56267,103.29,44.6491,9.7736,10.5694,11.5338,2.3494,0.19522,O,Q,1.0266110000000002,c3,NORMAL
739,995,46,2846.6,2239.393615,103.47,49.6801,8.5658,8.9011,9.5216,2.3133,0.22635999999999998,O,Q,0.688721,c3,NORMAL
740,997,46,2959.8,2326.57043,106.74,54.7115,12.452,13.4859,14.3564,2.3991,0.20945999999999998,O,Q,2.031006,c4,NORMAL
741,998,46,2977.6,2340.565673,107.27,56.7687,22.0802,22.0656,21.4241,2.4238,0.19038,O,Q,0.600342,c4,NORMAL
742,999,46,3007.2,2363.9738850000003,108.9,59.7745,9.9277,10.7404,12.2602,2.4476,0.21263,O,Q,0.72583,c4,NORMAL
743,1000,46,3009.7,2365.954388,109.12,57.4328,8.6598,9.0051,9.5291,2.3896,0.18983,O,Q,1.2104489999999999,c4,NORMAL
744,1001,47,2253.0,1827.2578399999998,79.7,62.7701,1.9826,2.0839,2.3476,2.2733,0.27014,W,O,1.292358,c1,NORMAL
745,1002,47,2256.1,1830.1820089999999,82.02,52.8002,1.7273,1.8571,2.3018,2.2827,0.28494,W,O,2.296265,c1,NORMAL
746,1003,47,2293.2,1865.1051519999999,83.47,58.8931,12.3445,11.8676,12.0356,2.2654,0.25474,O,O,2.4387209999999997,c2,NORMAL
747,1004,47,2300.4,1871.885641,85.26,44.0934,2.5265,2.7743,3.3107,2.2122,0.24819000000000002,W,O,1.5783690000000001,c2,NORMAL
748,1005,47,2333.79,1903.336671,89.01,62.4623,7.7517,8.5395,9.8755,2.3844,0.19530999999999998,O?,O,0.8615719999999999,c2,OTHER
749,1006,47,2371.3,1938.6977510000002,89.98,72.9239,7.996,9.5769,10.0859,2.3385,0.26986,O?,O,0.7189939999999999,c2,OTHER
750,1008,47,2402.0,1967.686494,92.18,60.1546,4.7093,4.8848,6.1951,2.3315,0.21704,W,O,2.880371,c2,OTHER
751,1010,47,2514.4,2074.007864,95.18,50.6773,5.7779,5.8144,6.002000000000001,2.3708,0.20633,W,O,0.7189939999999999,c2,NORMAL
752,1011,47,2515.4,2074.952635,95.83,46.3385,5.9239999999999995,5.9822,5.791,2.411,0.18093,W,O,1.006592,c2,NORMAL
753,1012,47,2558.59,2115.741747,96.65,51.2925,5.8492,6.0812,6.5725,2.3953,0.17929,W,O,0.8647459999999999,e,OTHER
754,1013,47,2642.8,2195.790932,98.56,48.5235,4.2927,4.3151,5.4048,2.3399,0.20002999999999999,W,O,4.665039,c3,NORMAL
755,1014,47,2646.51,2199.342203,99.47,31.9695,3.5899,3.5468,3.9178,2.3104,0.19896,W,O,4.665039,c3,NORMAL
756,1016,47,2703.9,2254.438826,101.22,50.6465,19.1635,20.3906,20.3256,2.3657,0.1739,O,O,0.5874020000000001,c3,NORMAL
757,1020,47,2772.1,2320.5353489999998,104.82,44.2463,25.896,29.0945,36.1362,2.5131,0.11045,O,O,0.445312,c4,OTHER
758,1024,47,2828.99,2376.141134,107.39,70.0311,12.8122,12.7982,13.8102,2.4697,0.18598,O,O,1.494141,c4,OTHER
759,1025,47,2830.1,2377.229087,107.64,54.923,21.701999999999998,21.2142,21.3024,2.4661,0.09951,O,O,1.494141,c4,OTHER
760,1028,47,2849.4,2396.166858,108.1,72.6563,15.8875,17.5323,18.2772,2.4687,0.17104,O?,O,0.897949,c4,NORMAL
761,1031,48,2162.8,1735.9693129999998,82.85,49.5146,0.7847,0.836,1.0173,2.2245,0.26052,W,P,9.005493,b4,NORMAL
762,1032,48,2450.8,1972.174184,89.5,57.2763,6.0471,6.1611,6.7763,2.2881,0.27987,O?,N,0.493896,c1,OTHER
763,1033,48,2456.8,1977.0359620000002,92.37,64.2353,4.8354,4.9246,5.6328,2.3117,0.271,W,N,0.616821,c1,NORMAL
764,1034,48,2459.5,1979.223763,93.29,62.7781,4.2083,4.3543,5.0314,2.2915,0.2648,W,N,0.98645,c1,NORMAL
765,1035,48,2468.4,1986.458734,93.99,66.6146,4.9287,4.973,5.5655,2.2841,0.24835,W,N,0.8649899999999999,c1,NORMAL
766,1036,48,2481.3,1996.985334,99.12,69.1722,6.437,6.9009,7.5975,2.4272,0.23234000000000002,W,N,0.871826,c1,OTHER
767,1041,48,2792.8,2259.4740739999997,102.13,39.2549,5.4012,5.3377,6.3827,2.307,0.21306,W,O,3.103027,c3,NORMAL
768,1043,48,2846.2,2304.8501420000002,103.84,45.9759,7.8302,7.9266,9.0666,2.3118,0.2236,W,O,1.424561,c3,NORMAL
